Notice Type,Community,Notice ID,Address,Description,Conditions,Approval Type,Meeting Date,Decision,Search DMIS,In Date,Order Date,Ward,Neighbourhood,Location,Roll Number,Appeal Date,Report/Plan URL,Point,Plain Language,Wards,Neighborhoods,Zip Codes,Electoral Ward 2018
VARIANCE,Riel,15-168444/C,249 Thomas Berry ST,"To vary the ""R2"" dimensional standards of Zoning By-Law No. 200/2006 for the construction of a multi-family dwelling to permit as follows:
a) 4 parking spaces instead of 6 parking spaces
b) no visitor parking spaces instead of 1 visitor parking space",,Meeting,10/03/2016,,,03/11/2015,28/01/2016,St. Boniface,Central St. Boniface,"(49.883587108205354, -97.11678080943318)",6070054100,02/16/2016 12:00:00 AM,,POINT (-97.11678080943318 49.883587108205354),,8,178,,13
APPEAL,East Kildonan-Transcona,15-168654/B,249 Fortier AVE,"To vary the ""R1-L"" dimensional standards of Zoning By-Law No. 200/2006 for the maintenance of a fence in the front yard to permit a fence height of 6.0 feet (1.83 metres) instead of 4.0 feet (1.22 metres).",REJECTED,Meeting,14/01/2016,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=15-168654,04/11/2015,25/11/2015,North Kildonan,River East,"(49.950511078816575, -97.07601614039073)",4001137500,,,POINT (-97.07601614039073 49.950511078816575),,10,10,,9
APPEAL,City Centre,15-168719/B,216 Kennedy ST,For a Conditional Use under Downtown Zoning By-Law No. 100/2004 to permit the maintenance of a non-accessory off-street at grade parking use as previously approved by DCU 05-158470/B.,,Meeting,11/10/2016,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=15-168719,04/11/2015,06/09/2016,Fort Rouge - East Fort Garry,South Portage,"(49.88990996191348, -97.14776257750687)",,,,POINT (-97.14776257750687 49.88990996191348),,6,153,,15
APPEAL,City Centre,15-168723/B,216 Kennedy ST,"To vary the ""Multiple Use Sector"" regulations of Zoning By-Law No. 100/2004 as previously approved by DAV 05-158470/B for the maintenance of a non-accessory off-street at grade parking use to permit as follows:
a) limestone surfacing instead of asphalt or concrete; 
b) no drainage system to ensure rainwater does not collect at surface or flow onto adjacent properties or streets;
c) no accessible parking;
d) insufficient screening instead  of a minimum 3 foot high combination of building wall, fence of brick or decorative metal construction, or a combination of fencing and hedge;
e) insufficient landscaping.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,11/10/2016,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=15-168723,04/11/2015,06/09/2016,Fort Rouge - East Fort Garry,South Portage,"(49.88990996191348, -97.14776257750687)",,,,POINT (-97.14776257750687 49.88990996191348),,6,153,,15
VARIANCE,Riel,15-168799/D,177 Eugenie ST,"To vary the ""R2"" dimensional standards of Zoning By-Law No. 200/2006 for a temporary change of use for a period not to exceed five (5) years to permit the establishment of an office use.

To vary the proposed ""C1"" dimensional standards of Zoning By-Law No. 200/2006 for the maintenance of a commercial building to permit as follows:
1) a west side yard of 1 foot (0.30 metres) instead of 10 feet (3.05 metres).
2) three (3) parking spaces instead of eight (8) parking spaces.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,11/01/2016,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=15-168799/D,05/11/2015,15/01/2016,St. Boniface,Norwood East,"(49.879961430182476, -97.12046083141183)",6090940000,02/03/2016 12:00:00 AM,,POINT (-97.12046083141183 49.879961430182476),,8,49,,13
VARIANCE,Riel,15-169642/C,21 Humboldt AVE,"To vary the ""R1-M"" dimensional standards of Zoning By-Law No. 200/2006 for the establishment of 4 lots to permit lot areas of 2550 square feet (236.9 square metres) instead of 3500 square feet (325.16 square metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,06/01/2016,,,10/11/2015,13/01/2016,St. Vital,Glenwood,"(49.8612413159621, -97.10679561131693)",,02/01/2016 12:00:00 AM,,POINT (-97.10679561131693 49.8612413159621),,11,124,,10
VARIANCE,City Centre,15-169919/C,417 Centennial ST,"To vary the ""R1-M PDO Airport Vicinity"" dimensional standards of Zoning By-Law No. 200/2006 for the establishment of two residential zoning lots to permit lot areas of 2550 square feet (236.9 square metres) instead of 3500 square feet (325.2 square metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,03/02/2016,,,12/11/2015,08/02/2016,River Heights - Fort Garry,Sir John Franklin,"(49.8670584426636, -97.20132172059222)",,02/25/2016 12:00:00 AM,,POINT (-97.20132172059222 49.8670584426636),,5,202,,14
CONDITIONAL USE,Riel,15-170889/C,824 St Mary's RD,For a Conditional Use under Zoning By-Law No. 200/2006 to permit the establishment of a multiple family dwelling use.,,Meeting,03/02/2016,,,18/11/2015,08/02/2016,St. Vital,Norberry,"(49.84949267530349, -97.11276765888853)",8002074500,02/25/2016 12:00:00 AM,,POINT (-97.11276765888853 49.84949267530349),,11,21,,10
VARIANCE,Riel,15-170893/C,824 St Mary's RD,"To vary the ""C1"" dimensional standards of Zoning By-Law No. 200/2006 as follows:
1)  for the construction of a multiple family dwelling to permit::
a)  a lot area of 4898 square feet (455 square metres) instead of 9000 square feet (836 square metres);
b)  a lot area per dwelling unit of 1224.5 square feet (113.8 square metres) instead of 1250 square feet (116 square metres);
c)  a front yard of 20 feet (6.1 metres) instead of 24 feet (7.3 metres);
d)  4 parking stalls instead of 6 stalls;
e)  no visitor parking;
f)  no handicap parking;
2)  for the establishment of an accessory parking area to permit no buffering within 20 feet (6.1 metres) of a residential zoning district.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,03/02/2016,,,18/11/2015,08/02/2016,St. Vital,Norberry,"(49.84949267530349, -97.11276765888853)",8002074500,02/25/2016 12:00:00 AM,,POINT (-97.11276765888853 49.84949267530349),,11,21,,10
CONDITIONAL USE,City Centre,15-171129/C,1463 Pembina HWY,For a Conditional Use under Zoning By-Law No. 200/2006 to permit the establishment of an accessory outdoor dining and drinking area exceeding 100 square feet (9.29 square metres).,"1)	That no emission or projection of sound, from loudspeakers or from any other sound-amplifying equipment shall extend beyond the perimeter of the patio, audible from any adjacent property.
2)	That patio service shall be stopped and customers relocated inside the establishment by 11:00 p.m. Sunday to Thursday, 12:00 a.m. Friday and Saturday nights.",Meeting,06/01/2016,,,19/11/2015,13/01/2016,River Heights - Fort Garry,Maybank,"(49.836197064254634, -97.15119463457317)",3092993250,02/01/2016 12:00:00 AM,,POINT (-97.15119463457317 49.836197064254634),,5,26,,14
VARIANCE,City Centre,15-171329/C,362 & 366 Wardlaw AVE,"To vary the ""RMF-M"" dimensional standards of Zoning By-Law No 200/2006 to permit the construction of two multi-family dwellings and the establishment of an accessory parking area, to permit as follows:
On Lot 1: 
a) parking stall length adjacent to a lane of 20 feet (6.09 metres) instead of 23 feet (7.01 metres)
b) no visitor parking spaces instead of 1 visitor parking space

On Lot 2:
a) parking stall length adjacent to a lane of 20 feet (6.09 metres) instead of 23 feet (7.01 metres)
b) no visitor parking spaces instead of 1 visitor parking space","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,06/01/2016,,,19/11/2015,13/01/2016,Fort Rouge - East Fort Garry,River-Osborne,"(49.87784541477637, -97.14056217621086)",12097807025,02/01/2016 12:00:00 AM,,POINT (-97.14056217621086 49.87784541477637),,6,57,,15
CONDITIONAL USE,Riel,15-171416/C,5 St Vital RD,For a Conditional Use under Zoning By-Law No. 200/2006 to permit the establishment of a day care centre use.,,Meeting,06/01/2016,,,20/11/2015,28/01/2016,St. Vital,Norberry,"(49.84242350301984, -97.11379599082979)",8081221760,02/16/2016 12:00:00 AM,,POINT (-97.11379599082979 49.84242350301984),,11,21,,10
VARIANCE,Riel,15-171423/C,5 St Vital RD,"To vary the ""R1-M"" dimensional standards of Zoning By-Law No. 200/2006 as follows:
1) For the construction of a day care centre building to permit:
a. a lot area of 6200 square feet (576 square metres) instead of 20000 square feet (1858.06 square metres).
b. an east side yard of 3 feet (0.91 metres) instead of 25 feet (7.62 metres).
c. a west side yard of 5 feet (1.524 metres) instead of 25 feet (7.62 metres).
d. a rear yard of 22.5 feet (6.86 metres) instead of 25 feet (7.62 metres). 
2) For the establishment of an accessory parking area to permit:
a. a parking space accessed directly from the public lane. 
b. 1 parking space instead of 3 parking spaces.
c. No drop-off/pick-up area.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,06/01/2016,,,20/11/2015,28/01/2016,St. Vital,Norberry,"(49.84242350301984, -97.11379599082979)",8081221760,02/16/2016 12:00:00 AM,,POINT (-97.11379599082979 49.84242350301984),,11,21,,10
VARIANCE,Riel,15-171436/C,3 St Vital RD,"To vary the ""R1-M"" dimensional standards of Zoning By-Law No. 200/2006 as follows:
1) For the establishment of a surface parking area to permit a west side yard of 2 feet (0.61 metres) instead of 25 feet (7.62 metres). 
2) To repeal condition #2 of DAV 109778/2014C which states ""That plans shall be submitted showing the location and design of fencing and landscaping to the Director of Planning, Property, and Development for plan approval and thereafter all to be maintained to the satisfaction of the Director of Planning, Property, and Development"".
3) To repeal condition #3 of DAV 109778/2014C which states ""That said fencing and landscaping shall be installed by August 31, 2017"".","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,06/01/2016,,,20/11/2015,28/01/2016,St. Vital,Norberry,"(49.842601176273135, -97.11340463535471)",8081221765,02/16/2016 12:00:00 AM,,POINT (-97.11340463535471 49.842601176273135),,11,21,,10
